17
843 1986
429 111 193
457 383 110
776 125 368
327 665 917
174 370 311
330 881 670
684 269 429
241 523 251
662 415 534
836 670 453
496 144 888
588 207 242
471 3 739
896 125 568
785 655 559
888 460 641
473 822 886
99 181 566
174 624 181
207 715 13
328 492 821
216 180 888
786 215 682
816 355 740
233 153 105
23 383 84
484 290 103
255 163 887
425 332 730
307 472 86
309 269 602
262 482 289
11 10 134
57 818 806
870 151 496
397 148 936
93 626 460
864 646 554
665 479 613
44 350 101
689 864 420
179 553 413
871 81 48
662 381 791
568 111 822
722 619 54
445 823 297
789 547 600
148 342 496
318 713 994
276 867 187
650 244 451
292 553 12
157 74 178
459 474 674
549 284 719
73 196 380
293 336 512
748 319 667
444 531 381
878 676 781
556 512 767
221 637 184
869 240 17
198 808 415
201 682 868
202 460 749
156 254 539
339 648 76
142 818 440
236 701 179
207 371 971
96 798 576
791 429 787
819 737 686
487 513 225
829 352 842
181 141 619
880 611 479
118 80 581
613 682 431
871 507 355
460 263 199
853 787 138
294 615 688
575 19 481
202 381 721
573 161 456
306 670 99
91 497 111
298 93 119
881 346 528
84 119 94
59 284 119
838 515 725
716 451 890
130 164 765
378 845 776
191 761 754
470 132 755
33 152 734
585 873 112
744 22 259
509 129 729
727 357 151
399 633 289
805 604 706
471 226 582
787 384 411
99 481 79
17 804 571
624 484 584
846 294 361
307 248 439
653 844 153
625 646 172
837 773 21
869 765 995
723 835 377
472 616 985
137 636 653
712 240 18
17 475 676
24 235 323
606 457 834
656 626 526
193 351 31
89 284 829
120 851 931
680 430 491
853 891 489
175 365 735
371 197 268
660 403 400
525 581 274
793 126 877
227 48 511
128 302 872
868 150 566
476 344 377
317 499 239
628 730 266
468 111 710
857 529 487
258 302 416
189 878 875
84 454 227
168 126 647
794 31 934
218 691 815
448 208 567
178 390 690
618 692 92
731 298 219
499 421 404
617 670 292
259 169 823
75 256 850
325 697 812
532 805 445
475 84 638
691 610 165
99 41 475
5 269 986
168 806 135
491 289 608
193 183 764
733 280 796
738 509 490
435 377 725
85 907 867
160 356 194
465 540 422
868 510 776
60 139 510
483 480 31
238 733 238
297 158 267
620 636 257
338 279 485
364 860 836
657 119 897
626 600 465
734 461 963
859 662 64
881 215 410
659 76 435
144 642 303
246 670 702
41 175 95
413 899 350
663 626 186
688 433 730
844 192 840
72 292 377
233 446 497
756 656 807
577 778 11
176 337 24
523 898 407
454 497 464
548 160 408
684 448 831
200 12 3
589 782 467
61 184 204
419 852 347
716 451 851
32 437 348
771 347 775
634 323 56
811 231 741
380 757 958
653 359 635
774 859 489
783 330 573
742 447 412
502 886 632
110 519 437
443 12 300
348 603 59
608 761 694
198 310 287
728 135 973
186 24 548
152 761 230
184 565 165
583 77 226
839 237 523
74 903 885
3 672 3
112 865 149
142 414 643
172 50 6
267 343 462
46 362 305
511 781 275
849 223 649
201 724 609
304 411 14
137 620 829
689 445 520
294 625 471
109 576 103
333 22 31
708 261 518
368 499 98
661 67 746
716 420 87
359 801 7
229 537 212
162 204 210
392 493 502
272 203 947
783 800 957
805 637 74
880 227 405
403 92 737
658 129 1
82 595 321
507 117 274
879 154 916
690 696 408
190 559 552
850 172 8
463 480 99
736 731 158
545 156 108
495 141 767
115 382 145
609 44 202
455 894 857
655 143 896
345 667 791
497 197 650
409 224 428
221 800 963
127 488 652
894 577 780
600 87 110
420 658 134
122 705 882
242 824 533
382 366 449
478 763 236
878 548 665
463 286 970
446 141 377
366 764 81
476 820 360
503 768 570
282 571 885
541 2 582
327 401 971
268 347 685
886 47 797
820 193 823
509 272 530
342 487 879
491 855 603
553 827 931
100 607 825
294 220 591
58 615 1
552 673 947
330 78 725
425 328 271
329 208 723
360 782 911
551 79 760
671 208 87
149 194 923
729 656 548
770 233 11
541 332 144
149 528 846
178 751 795
676 16 910
615 467 643
569 425 3
527 3 208
123 762 62
391 908 179
476 817 835
70 245 807
351 134 444
110 652 337
554 139 428
781 760 728
711 844 350
697 4 154
173 663 525
742 741 966
776 633 807
449 238 730
144 424 634
395 639 666
264 631 944
184 48 834
469 177 103
285 316 261
677 605 359
804 677 909
337 413 85
113 871 494
184 233 203
651 83 278
228 233 216
40 449 633
304 64 338
682 737 625
48 478 283
245 502 783
82 799 448
881 59 104
71 788 515
723 461 252
459 663 577
23 751 766
7 722 835
784 209 972
825 187 69
63 478 266
807 437 425
28 99 363
864 579 641
657 364 303
377 324 522
300 313 373
373 491 820
443 511 849
367 855 666
371 529 607
702 87 27
708 449 714
825 390 213
151 312 66
670 187 531
258 348 654
355 108 210
728 765 371
578 539 745
457 825 925
528 849 785
318 115 712
137 127 788
364 818 507
670 386 450
655 471 279
229 788 338
261 118 510
519 575 909
127 106 374
79 426 433
591 460 325
714 902 806
643 901 960
118 43 429
504 566 584
888 600 181
615 599 749
696 292 790
642 696 284
601 134 196
742 887 351
324 37 621
19 59 548
819 578 792
307 30 338
329 542 879
437 617 457
849 714 825
321 831 243
636 192 745
252 771 887
110 246 116
79 757 327
908 122 556
680 175 766
135 479 637
907 795 377
747 525 201
358 391 404
269 457 515
752 606 753
907 72 923
669 323 562
437 293 749
602 90 88
72 554 497
728 570 422
374 139 667
533 38 28
592 779 547
94 507 375
323 507 616
850 838 220
503 211 876
884 50 79
627 386 820
695 750 399
577 241 912
530 826 771
904 405 439
32 358 277
480 579 887
162 339 631
188 726 622
622 396 276
260 813 605
492 224 904
868 425 726
153 905 232
625 583 1
298 17 225
444 24 425
665 198 82
287 445 827
183 675 766
670 346 397
863 740 104
136 739 605
827 751 472
7 495 643
528 788 866
475 827 13
428 78 59
335 36 253
102 328 979
333 742 966
303 790 231
296 40 895
822 595 284
695 802 92
898 423 840
75 187 111
775 903 182
294 249 956
423 94 541
531 130 340
34 638 651
6 505 730
765 754 94
347 224 619
741 821 393
153 407 748
132 360 461
189 778 290
370 458 148
630 619 917
789 496 716
79 73 312
363 872 557
880 170 61
743 712 889
840 160 774
632 465 405
71 652 200
230 231 211
803 346 480
857 639 887
8 63 351
509 287 953
814 217 230
369 172 709
71 373 895
590 92 894
192 383 396
540 533 681
528 294 437
903 150 121
434 625 22
824 663 962
437 837 3
204 271 963
834 651 456
212 441 25
312 78 318
679 256 456
403 213 945
700 691 20
14 143 598
869 599 840
358 232 379
455 524 388
53 375 410
248 522 197
537 703 909
890 582 251
287 640 487
817 692 111
29 158 941
183 29 324
25 851 758
62 797 91
713 528 526
787 631 74
555 632 589
749 668 89
194 802 613
476 349 460
587 345 362
467 139 69
131 111 286
174 658 592
908 350 983
67 662 387
704 266 861
697 446 588
226 448 809
902 561 285
652 512 884
693 859 302
491 579 63
255 343 956
460 521 685
235 695 481
742 713 273
813 651 617
246 864 960
877 502 518
159 805 490
640 79 652
609 566 797
295 244 46
778 590 201
333 351 435
513 734 983
269 192 964
363 3 348
348 371 479
76 53 272
809 677 801
606 78 34
791 300 300
277 549 379
226 264 186
757 332 103
672 849 120
283 702 37
828 238 874
414 573 389
816 621 471
179 685 186
541 750 136
542 685 673
47 653 870
21 282 314
450 483 721
440 223 487
769 587 289
573 285 152
555 904 766
840 83 681
618 450 241
127 256 708
638 599 634
327 619 536
655 94 762
818 167 719
435 396 394
162 117 551
70 546 828
622 161 352
359 431 630
383 299 842
804 597 398
41 624 135
862 730 95
895 21 179
560 222 825
403 635 737
866 522 224
480 693 78
596 779 686
18 318 437
249 834 272
637 86 649
812 376 92
308 150 295
591 547 300
607 236 957
519 131 122
891 783 571
23 680 415
21 63 939
116 240 896
446 177 634
245 507 564
561 290 610
339 14 789
297 193 333
51 126 532
164 888 691
112 478 484
581 331 882
531 874 960
642 355 970
668 416 648
573 58 857
290 551 12
626 863 704
803 762 335
378 640 54
203 897 650
882 796 517
717 190 273
141 809 600
806 123 987
183 734 613
39 539 81
737 905 540
809 491 21
455 745 931
381 756 25
846 164 968
492 45 907
370 562 681
907 309 371
190 372 777
466 103 873
323 866 544
769 687 771
682 48 562
573 647 872
354 714 293
761 601 844
314 904 393
302 452 768
248 748 577
833 878 83
386 189 716
236 791 795
267 228 184
389 404 53
611 281 169
397 115 910
125 327 397
269 372 498
23 761 592
540 66 434
743 867 944
711 182 301
734 612 218
186 874 777
277 53 936
473 662 516
518 231 187
276 202 23
271 183 704
652 109 856
795 719 759
148 698 302
413 473 224
247 733 684
218 234 35
53 5 387
366 166 400
852 576 731
172 817 42
151 11 806
590 73 821
726 398 614
715 864 331
847 91 553
760 141 999
715 149 762
587 327 779
406 456 847
81 727 558
526 96 760
726 664 940
701 725 754
9 206 578
585 563 304
869 180 178
895 165 49
293 384 531
656 819 714
328 727 391
464 674 237
643 54 211
147 74 582
613 515 265
342 491 201
400 590 116
442 232 149
896 152 704
153 248 632
723 833 463
157 891 710
685 169 74
359 434 451
215 857 925
306 499 575
424 535 222
446 462 43
55 768 743
535 309 642
257 461 127
866 897 273
768 334 833
803 633 53
641 585 875
791 112 307
14 341 368
529 836 330
873 113 433
71 443 631
641 40 11
778 352 755
645 377 477
350 332 359
600 64 845
341 219 638
789 86 172
196 892 332
611 163 264
847 651 458
649 290 668
229 581 505
827 771 31
574 180 133
382 392 654
537 438 186
262 139 882
339 659 968
339 522 21
456 780 173
770 185 941
743 899 434
143 126 604
145 752 375
130 165 104
800 419 488
498 359 882
296 261 282
549 27 334
259 427 735
29 391 986
259 187 994
655 31 681
112 239 314
815 827 807
747 422 723
327 124 178
710 771 145
869 522 97
430 318 623
866 150 487
526 541 505
763 633 327
511 189 85
281 380 415
812 512 89
869 1916
89 780 78
436 185 410
511 101 498
271 583 803
335 28 168
460 549 191
485 853 223
184 514 847
136 503 890
147 58 169
778 843 123
754 204 192
245 254 624
860 52 288
738 869 139
185 408 834
179 318 657
319 346 243
655 51 534
738 382 85
186 396 824
183 635 637
813 441 456
863 168 78
237 288 809
750 222 871
763 606 624
460 206 200
738 746 516
790 696 516
670 96 509
780 108 537
723 98 614
271 102 171
349 853 997
14 89 995
224 268 691
394 724 230
442 444 698
60 789 970
734 488 357
177 589 742
601 192 666
210 831 267
45 807 994
206 203 101
525 403 715
264 711 229
289 31 601
403 635 577
827 512 839
567 845 706
354 447 403
794 697 118
217 723 276
183 153 885
264 804 209
323 397 462
140 592 358
287 103 117
6 329 613
541 573 383
437 166 188
742 654 885
180 58 927
115 169 96
400 389 394
616 627 843
445 184 467
41 755 185
16 63 210
60 167 397
738 8 614
690 612 185
467 325 777
97 161 710
434 534 958
77 587 720
827 771 120
230 643 464
389 869 583
41 844 474
666 83 701
739 460 761
196 589 235
42 358 201
142 680 554
599 276 738
401 650 884
625 189 894
564 428 455
51 583 971
220 258 625
745 484 892
317 369 60
569 852 884
863 435 610
143 33 861
300 482 990
795 140 748
144 822 73
773 471 729
829 823 814
23 822 246
568 221 195
189 810 527
866 379 78
430 233 585
310 279 526
529 282 782
831 598 138
239 542 766
601 698 970
167 228 719
384 216 924
332 185 834
561 552 742
211 126 160
151 122 263
175 334 554
825 133 25
547 634 712
464 848 30
824 222 122
330 345 304
323 533 601
531 239 604
806 89 884
297 390 144
775 713 61
482 460 107
782 347 384
555 721 296
591 501 306
733 765 186
589 153 871
850 828 575
675 466 582
77 467 441
314 681 505
128 584 890
16 502 484
187 788 27
605 721 638
93 859 66
276 235 678
562 741 908
668 416 847
94 408 795
331 481 369
270 343 339
390 363 325
650 236 803
57 778 535
503 452 172
41 466 649
586 334 352
388 297 992
17 63 507
237 814 804
110 374 945
809 193 333
47 114 678
629 38 364
623 263 670
776 696 810
331 521 856
704 689 964
646 496 186
99 318 943
373 445 854
19 34 914
837 393 587
541 476 487
463 237 71
618 218 397
631 150 821
110 656 965
146 228 96
79 256 556
234 243 42
206 382 286
56 864 42
550 213 639
329 85 396
163 820 664
552 291 865
4 850 302
76 806 11
210 355 469
183 612 840
377 646 536
123 272 18
220 97 383
150 343 833
505 189 607
676 94 874
277 835 18
74 768 174
132 859 28
278 611 603
743 8 791
283 61 263
692 768 289
613 624 467
775 768 615
265 508 572
34 55 591
514 726 291
488 699 114
734 387 607
345 8 986
65 357 110
644 500 91
556 765 838
153 238 806
667 668 571
474 593 806
574 625 229
242 214 408
771 16 480
245 491 526
247 600 552
693 306 222
631 749 158
360 278 718
592 196 773
534 359 889
9 716 559
736 127 845
418 687 722
692 669 682
249 642 89
550 675 135
662 669 507
463 371 514
398 538 843
673 561 522
684 651 34
31 235 163
548 27 539
492 618 900
24 830 633
506 458 985
215 708 991
687 97 311
853 7 463
749 317 60
455 617 788
291 465 138
272 332 784
676 641 564
92 348 88
818 323 887
190 179 40
699 302 756
273 598 485
367 542 9
579 524 950
452 565 193
587 331 332
754 829 901
444 465 735
132 392 132
529 241 493
646 337 88
602 743 910
770 357 246
473 589 185
514 759 947
327 297 891
852 690 78
497 341 318
593 794 938
172 612 629
298 223 932
12 200 9
641 712 172
135 151 501
127 341 684
471 603 968
604 294 185
738 99 923
325 713 830
720 543 779
478 726 941
6 37 898
465 601 587
788 200 132
368 76 917
258 566 159
364 419 961
731 397 135
180 828 286
113 724 665
593 596 594
34 189 573
500 113 403
160 610 477
162 229 668
363 816 1
108 233 547
530 122 766
570 54 795
667 342 910
488 869 599
147 129 869
7 819 69
642 381 430
713 92 367
815 747 21
340 205 136
76 647 932
683 254 307
184 600 539
51 285 822
95 770 575
654 681 586
217 439 324
826 269 896
369 474 662
248 84 917
501 534 777
791 541 199
776 715 368
494 382 29
540 418 985
45 413 157
460 860 188
387 153 982
726 736 641
205 162 700
530 340 190
419 790 647
618 237 71
623 680 149
57 241 97
79 156 976
146 567 670
377 382 548
191 260 619
57 110 197
257 365 754
269 273 542
279 200 194
811 29 97
702 481 994
225 85 103
674 203 699
457 781 528
666 422 132
689 437 479
847 76 95
428 746 102
419 542 168
194 342 10
173 132 239
438 460 756
565 426 584
226 149 691
712 616 593
518 727 664
477 81 447
779 537 216
321 865 476
460 411 874
107 548 959
223 814 45
633 61 696
551 564 756
745 744 987
596 840 210
322 793 588
725 157 200
675 867 391
75 355 468
122 499 176
116 140 245
89 186 369
147 715 894
87 763 987
20 814 774
751 137 640
625 817 25
301 149 503
828 700 544
512 655 139
509 562 793
450 642 93
655 348 364
224 150 602
534 725 886
486 177 828
16 482 450
130 64 382
582 272 291
864 112 783
267 485 477
686 100 361
384 839 973
349 493 716
294 185 889
119 27 688
237 214 436
4 511 345
285 819 954
602 675 828
47 237 488
505 430 202
249 238 817
266 704 510
711 397 13
380 564 46
829 162 947
169 548 961
474 188 311
504 738 473
549 183 368
17 512 529
185 124 220
75 478 150
158 28 737
393 729 714
665 420 816
822 378 455
617 310 662
505 711 852
862 51 430
338 359 446
464 71 53
782 709 31
751 173 252
288 479 506
384 513 334
745 75 472
154 238 140
865 58 861
415 117 762
525 339 824
477 497 823
182 209 450
650 604 975
865 720 455
652 638 533
386 15 747
507 120 960
715 784 150
588 626 695
461 597 705
260 57 346
806 430 87
87 605 660
132 320 836
531 562 695
592 445 740
582 656 529
363 553 850
480 535 444
698 671 891
72 268 609
220 390 438
108 257 17
126 554 627
314 12 736
858 353 995
741 768 238
339 285 678
441 65 144
489 291 290
269 266 614
337 22 780
118 267 531
685 192 952
404 457 295
101 153 641
588 461 495
47 575 372
129 241 797
754 129 407
39 475 605
73 545 324
724 28 599
113 801 350
193 258 379
854 772 39
134 93 999
868 685 748
626 371 495
368 45 930
413 591 754
330 697 106
8 484 51
841 475 105
440 643 967
653 200 207
798 161 789
364 758 507
546 790 501
631 278 250
299 805 817
144 534 746
270 228 105
240 664 284
83 433 921
362 419 308
396 227 212
689 803 630
746 157 535
643 729 542
353 271 484
313 179 163
275 268 477
164 118 356
507 805 985
61 200 305
775 558 144
10 648 141
691 856 934
798 526 727
214 87 685
505 720 506
56 626 270
472 659 274
625 266 49
804 481 493
567 483 637
740 232 842
596 395 99
575 862 509
71 710 187
436 738 248
723 777 256
792 87 373
585 438 94
827 561 536
149 314 662
531 860 232
806 680 179
65 515 542
814 120 423
200 863 98
819 431 526
437 290 415
845 645 171
292 194 380
135 383 345
864 358 769
533 96 860
663 672 157
809 780 545
324 572 305
542 493 108
402 799 750
330 225 947
5 477 611
773 484 971
40 697 728
854 70 748
638 720 514
807 769 481
377 380 943
439 224 900
328 557 835
52 380 513
328 270 400
27 620 479
757 758 346
331 296 561
125 622 207
850 842 398
613 595 393
365 352 203
357 69 960
503 327 159
517 694 344
727 471 573
393 433 819
60 241 988
306 401 909
723 113 329
198 601 671
866 769 56
255 625 472
457 597 741
656 514 517
97 524 129
10 110 898
543 823 144
223 512 419
403 551 779
659 400 469
8 285 431
85 763 375
657 53 398
284 269 589
76 663 131
403 79 935
386 859 191
658 117 443
690 236 462
142 212 600
663 676 712
6 759 173
607 14 162
250 654 851
338 654 242
756 368 426
37 739 486
329 595 60
104 537 882
293 674 613
350 316 329
695 863 714
39 691 546
504 715 407
328 412 850
397 183 992
252 71 123
702 621 22
282 196 250
109 311 469
3 649 254
850 309 349
189 585 591
210 194 742
543 713 514
132 562 912
56 208 579
195 170 677
535 79 151
41 170 221
391 513 219
44 417 313
17 426 168
797 267 169
669 181 53
140 29 625
771 336 914
358 663 457
177 465 602
301 535 185
379 339 803
96 410 270
429 247 74
391 832 395
650 725 359
396 677 286
248 416 243
557 74 581
479 385 350
329 190 535
444 405 925
677 346 422
406 866 819
555 14 212
92 663 921
640 835 98
277 662 500
618 25 743
579 475 694
530 834 363
534 392 588
234 707 438
423 129 322
606 738 223
520 265 771
434 867 903
186 358 733
82 90 61
690 6 301
202 53 883
155 508 767
577 229 521
154 238 184
751 600 50
250 343 362
149 861 392
247 327 22
334 407 6
706 8 997
136 140 599
826 537 436
403 372 466
13 15 681
76 394 488
847 37 24
503 462 28
367 40 950
292 866 989
728 663 600
313 706 13
772 150 350
561 831 654
602 73 682
110 665 115
216 373 858
376 483 849
187 81 202
136 522 346
776 68 674
711 594 422
433 223 461
835 397 519
190 782 506
242 256 594
14 485 647
1 7 227
733 319 226
295 321 703
197 299 492
825 580 990
20 310 222
586 134 209
473 364 877
278 361 51
177 836 837
133 641 604
862 703 902
267 240 553
149 690 319
240 699 544
201 55 819
114 107 490
112 445 743
237 594 123
856 470 667
651 831 310
402 360 287
596 367 23
728 136 434
585 711 287
595 285 289
243 207 547
481 565 789
455 705 676
614 470 93
869 384 589
392 61 638
482 582 110
211 530 782
404 822 2
161 863 198
549 641 666
720 456 923
857 615 296
91 337 85
343 342 802
712 438 62
301 104 869
68 816 293
302 502 46
135 560 807
557 496 215
179 362 767
700 599 118
411 295 910
101 74 973
543 315 292
731 831 842
372 450 362
678 458 556
560 821 296
822 491 637
326 277 560
851 443 38
505 57 948
755 604 246
27 62 215
390 808 329
23 535 896
331 782 742
241 539 339
768 627 242
783 164 927
532 729 401
662 688 6
62 817 949
717 99 341
589 672 696
23 409 728
832 280 442
139 709 607
760 12 965
658 731 594
754 140 841
230 500 464
321 84 327
660 70 144
348 385 887
657 461 273
296 260 257
478 126 202
161 164 500
693 102 1000
221 626 120
408 194 1
472 632 106
855 802 995
614 803 378
60 699 163
48 791 624
15 830 197
680 641 742
849 695 848
751 582 427
65 782 481
412 146 891
557 203 715
316 60 379
547 277 254
241 647 334
651 460 560
472 478 307
14 372 211
378 27 44
378 153 581
240 489 564
741 352 543
839 583 863
108 721 436
461 607 938
485 476 998
173 11 752
408 15 721
231 142 475
672 545 863
15 8 2
117 421 381
197 632 466
148 502 962
299 822 26
514 427 17
613 263 158
678 738 282
26 168 22
55 195 579
251 194 953
492 112 351
33 603 754
518 596 541
566 494 463
449 359 264
501 666 756
248 210 988
3 194 41
793 687 348
57 657 621
519 115 596
114 609 52
511 539 661
28 258 747
32 636 372
520 31 244
695 758 12
182 180 808
782 487 54
574 815 725
865 156 426
484 225 455
718 722 113
640 97 317
469 295 719
413 207 713
304 680 549
834 713 771
401 241 891
45 34 370
126 495 921
591 436 18
676 58 600
510 378 68
276 63 577
56 50 988
215 598 499
295 17 252
233 217 675
596 180 186
750 599 247
337 459 839
199 617 94
371 281 608
422 509 899
697 489 945
405 827 500
254 741 220
679 863 710
570 383 969
566 522 599
133 378 602
111 303 593
268 602 279
22 827 126
500 552 369
310 651 169
337 169 369
562 578 231
808 626 336
168 734 182
107 837 524
130 272 851
232 327 307
533 317 293
743 511 747
21 389 558
428 451 248
283 299 259
529 686 275
409 300 674
128 867 347
467 487 717
211 227 357
485 708 146
769 716 429
441 630 490
866 530 65
140 616 412
855 392 778
734 64 802
590 126 337
164 853 728
597 499 312
769 766 993
558 91 949
272 227 513
348 804 103
767 826 473
115 624 780
372 350 225
508 782 209
865 731 762
601 510 116
717 413 858
102 203 994
54 764 156
158 462 379
464 604 262
168 412 248
404 331 662
451 397 733
226 618 567
3 211 675
694 79 346
470 81 367
126 660 365
118 447 442
600 734 284
214 41 602
211 163 952
749 736 804
110 695 377
42 483 381
227 622 714
449 114 1
50 18 711
197 47 557
118 220 348
494 650 557
206 686 810
368 95 233
148 829 549
21 471 749
805 781 478
298 778 718
860 828 163
17 663 305
761 347 847
255 8 664
591 125 434
175 384 173
225 739 954
346 216 546
579 120 638
126 841 493
825 500 531
756 837 947
852 867 670
721 167 239
516 325 498
448 659 228
448 596 782
851 83 893
746 853 664
339 728 624
317 445 647
276 162 907
670 338 30
795 817 433
658 21 961
572 799 383
35 822 304
322 412 140
460 457 729
720 368 165
412 351 971
772 112 601
332 314 944
380 706 525
93 315 207
425 869 214
742 58 121
254 767 497
736 460 826
708 765 15
667 345 917
173 358 629
751 795 146
60 52 329
567 125 812
386 176 332
503 743 100
673 804 277
699 691 42
278 585 424
593 176 491
576 367 621
731 546 467
463 805 709
400 295 763
524 578 180
837 42 704
318 227 287
358 12 775
722 769 553
412 300 913
211 356 919
72 52 26
722 122 662
467 104 818
863 786 567
499 751 219
598 235 452
429 660 952
276 766 138
531 242 664
592 637 731
842 413 718
33 709 580
526 363 141
508 772 83
432 633 744
330 126 120
684 784 784
62 336 481
222 781 325
4 842 89
791 357 322
67 115 541
786 647 11
694 176 792
264 230 133
532 310 238
336 544 181
206 556 130
851 565 874
632 460 283
71 102 875
845 258 892
716 754 962
24 528 238
613 372 890
188 262 806
498 611 665
441 249 68
509 589 536
748 806 158
781 686 345
567 452 328
519 578 809
281 705 964
678 805 998
491 654 459
532 416 147
178 616 939
374 714 476
791 246 544
397 511 457
22 129 706
753 740 858
325 818 452
76 62 687
58 743 924
236 362 993
185 657 435
282 360 477
663 402 623
738 847 863
601 181 817
651 233 408
561 556 179
193 626 280
289 361 618
30 145 178
199 603 819
839 207 255
372 853 917
736 133 269
478 207 68
60 575 413
82 4 255
557 193 905
274 374 87
545 784 132
296 806 604
162 238 917
315 532 452
230 104 869
357 489 753
709 611 151
645 715 448
509 759 325
808 637 290
109 380 177
501 456 712
791 276 296
793 662 211
245 371 360
718 27 899
756 745 91
192 321 487
724 1 944
364 18 93
331 612 507
731 819 198
636 859 249
568 291 964
29 114 897
197 861 331
97 559 22
113 748 186
274 364 306
800 706 246
734 708 24
835 13 716
860 13 613
104 701 934
603 594 967
253 718 345
186 674 275
56 802 365
303 809 81
86 36 50
752 408 269
118 381 440
60 711 687
677 276 478
759 780 721
49 124 315
323 438 205
265 119 228
638 460 305
765 522 711
449 623 629
109 683 72
513 680 752
371 28 598
114 519 343
807 26 256
9 142 588
683 42 812
553 446 185
398 726 880
809 334 422
263 386 794
829 823 971
271 798 48
579 332 829
572 535 303
485 261 920
856 527 96
452 272 47
409 510 439
536 462 601
237 170 71
444 612 851
770 92 1000
61 636 999
560 687 757
76 1 348
661 72 337
451 300 202
531 304 936
255 212 434
379 806 363
95 562 837
452 89 636
854 449 781
663 206 55
645 868 666
159 393 813
828 768 398
642 601 997
309 837 302
693 102 486
794 614 591
615 178 123
91 813 366
366 830 32
725 269 283
855 282 631
554 18 837
629 101 213
198 207 834
461 173 138
292 564 237
472 630 27
861 104 483
500 339 61
82 682 84
45 395 269
469 748 720
113 628 799
181 773 663
363 504 981
446 868 636
585 314 340
321 267 780
372 729 954
667 291 75
842 535 720
633 259 856
81 8 94
480 31 105
504 26 143
64 71 885
103 364 263
65 365 175
154 180 883
25 132 377
39 64 309
859 590 775
116 685 469
532 641 983
464 400 817
566 439 292
455 580 678
253 806 696
710 128 582
766 695 865
556 810 287
37 410 365
330 503 568
78 48 766
206 404 951
296 21 659
105 245 968
611 65 906
583 672 960
496 822 332
153 186 168
566 762 99
614 742 115
566 675 343
833 830 545
209 788 961
789 747 951
195 204 157
69 169 109
443 687 322
432 790 979
447 418 617
619 738 843
596 753 779
215 592 910
558 821 664
268 454 755
458 548 645
357 114 623
576 755 939
166 629 817
499 3 353
781 401 198
609 599 282
324 594 610
262 660 29
25 864 60
451 516 663
127 812 583
306 840 23
128 151 994
493 412 817
180 220 295
522 712 382
380 556 453
348 199 980
33 210 864
315 622 232
825 767 1000
614 704 403
377 96 526
40 305 264
55 738 163
826 268 803
804 806 361
799 326 157
641 21 960
166 520 72
847 79 412
436 143 437
532 620 849
430 789 155
586 91 439
382 308 239
366 26 131
691 717 91
63 317 502
633 319 714
593 862 512
390 758 516
590 846 150
428 141 187
515 753 431
704 327 457
654 837 924
327 326 549
544 41 694
119 84 245
420 171 890
823 155 302
575 79 203
800 343 528
216 349 86
826 776 98
560 274 378
240 143 565
61 344 461
323 144 288
426 358 65
324 260 974
608 49 960
634 116 955
808 258 532
469 638 900
650 763 291
677 401 81
488 769 850
684 488 520
852 314 446
540 443 635
813 690 225
16 144 206
510 651 263
641 572 517
655 24 296
502 493 191
129 610 708
342 479 623
322 397 336
602 551 5
288 50 690
180 13 696
290 416 545
634 738 466
741 627 658
193 469 802
523 186 944
473 633 304
343 747 657
854 326 460
46 513 358
268 493 499
463 721 780
587 217 228
223 124 461
599 33 403
686 616 6
383 630 919
216 194 493
536 166 403
826 751 95
8 494 499
123 215 105
740 538 810
459 332 215
835 77 737
845 559 473
837 243 842
102 751 937
471 367 657
427 522 837
334 275 94
129 404 475
727 624 900
759 179 466
833 139 472
866 79 990
462 544 692
113 570 876
319 526 160
254 622 927
540 247 186
406 583 312
486 92 444
73 302 450
358 709 943
105 276 66
640 558 108
702 650 631
382 143 626
350 376 291
427 562 620
607 438 860
72 287 409
209 365 223
363 694 854
765 80 736
27 190 553
181 391 932
346 154 364
278 279 954
725 20 719
628 149 613
36 124 898
655 717 678
637 13 742
725 682 851
423 359 642
354 513 57
443 454 55
123 683 561
782 616 385
651 850 476
566 52 627
840 415 498
39 805 337
518 789 410
620 420 456
539 153 746
182 502 852
493 180 748
185 731 106
371 300 974
529 615 310
375 800 951
25 761 395
755 633 480
288 604 125
241 766 171
141 810 194
613 419 840
305 848 984
830 79 476
98 710 720
154 58 835
732 366 554
132 658 821
166 823 109
714 206 314
21 821 482
519 733 734
552 414 366
163 720 966
132 715 359
397 66 994
528 310 429
205 171 118
100 184 536
800 252 805
97 540 834
705 51 437
191 792 373
587 408 624
692 111 813
8 193 988
533 138 648
275 216 162
285 276 262
58 204 323
126 558 733
362 474 331
681 275 257
772 531 778
500 694 315
129 112 987
199 111 801
549 573 481
162 858 794
66 555 467
743 405 398
232 576 215
448 612 256
233 756 292
75 60 112
635 438 694
131 84 54
108 625 226
681 284 968
260 45 986
457 829 88
85 757 861
268 58 557
199 173 226
189 805 117
376 518 88
564 591 286
423 530 315
74 585 957
233 105 744
851 631 29
625 534 819
628 112 773
842 738 794
525 784 502
613 397 548
746 491 727
724 325 898
751 262 897
754 662 632
209 367 863
424 799 210
697 210 633
771 403 352
266 665 712
837 479 87
620 829 87
34 597 804
75 407 664
9 727 192
136 446 224
58 385 195
667 357 453
372 73 585
401 82 344
270 420 898
653 635 150
273 256 182
657 693 366
26 304 897
179 136 751
609 341 529
211 236 463
346 488 539
537 74 755
773 282 624
121 852 202
309 612 932
